TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,LATITUDE,LONGITUDE
Co-op for sale,275000,1,1,880,"275 Webster Ave Apt 5ABrooklyn, NY 11230",40.6329634,-73.9709274
Multi-family home for sale,775000,6,2,2910,"1989 Cruger AveBronx, NY 10462",40.8501271,-73.8669885
House for sale,2150000,2,2,2184.207862,"300 E 40th St Apt 28BNew York, NY 10016",40.7479844,-73.9728389
House for sale,899000,3,1,2184.207862,"32-50 53 PlWoodside, NY 11377",40.7543613,-73.9077947
House for sale,699000,5,4,1838,"2845 Decatur AveBronx, NY 10458",40.8677282,-73.8849595
Multi-family home for sale,904000,4,3,2184.207862,"158-20 77 AveFresh Meadows, NY 11366",40.7236308,-73.8094885
House for sale,669000,3,1,2184.207862,"91-09 95th StWoodhaven, NY 11421",40.6899622,-73.8484421
Co-op for sale,279000,1,1,2184.207862,"99-05 63rd Dr Unit 14URego Park, NY 11374",40.7312899,-73.85773
Co-op for sale,330000,1,1,656,"17-85 215th St Unit 6KBayside, NY 11360",40.7843012,-73.7761962
House for sale,1175000,3,2.373860858,2184.207862,"3028 Brighton 7th StBrooklyn, NY 11235",40.5790606,-73.9612505
Co-op for sale,399000,3,1,2184.207862,"220 E 73rd St Unit 8GNew York, NY 10021",40.7697297,-73.9590126
Co-op for sale,740000,2,1,2184.207862,"609 Columbus Ave Apt 18DNew York, NY 10024",40.7887084,-73.9700091
House for sale,590000,5,3,1152,"665 Nasby PlFar Rockaway, NY 11691",40.6019328,-73.7587155
Multi-family home for sale,775000,6,2,2910,"1989 Cruger AveBronx, NY 10462",40.8501271,-73.8669885
House for sale,1250000,3,2,2049,"134 E 35th StBrooklyn, NY 11203",40.6520971,-73.9451094
Co-op for sale,975000,2,2,1270,"158-18 Riverside Dr W Unit 2EManhattan, NY 10032",40.8370331,-73.9477948
Condo for sale,849000,3,2,2184.207862,"8 W 65th St Apt 1BNew York, NY 10023",40.7719831,-73.9802428
House for sale,1699000,3,2,2200,"93 Lexington Ave # 4Brooklyn, NY 11238",40.6870728,-73.9584649
Co-op for sale,1195000,2,2,2184.207862,"444 E 84th St # 3GHNew York, NY 10028",40.77475,-73.9488864
Co-op for sale,190000,3,1,500,"175-20 Wexford Ter Unit 8WJamaica, NY 11432",40.7122499,-73.78851
Co-op for sale,405000,3,1,550,"345 E 81st St Apt 2HNew York, NY 10028",40.7740666,-73.9522989
Co-op for sale,169500,1,1,2184.207862,"2080-2090 Barnes Ave Unit 5DBronx, NY 10462",40.8531021,-73.8636237
House for sale,738280,3,2.373860858,1302,"224-20 145th RdSpringfield Gardens, NY 11413",40.6619508,-73.7548417
Multi-family home for sale,950000,5,2,1660,"3025 Brighton 8th StBrooklyn, NY 11235",40.5792869,-73.9603435
Condo for sale,800000,3,1,916,"15 Broad St Apt 1928New York, NY 10005",40.7067114,-74.010457
Condo for sale,359000,2,1,920,"190 Cozine Ave Apt 3HBrooklyn, NY 11207",40.654871,-73.8847697
Co-op for sale,1950000,2,3,2184.207862,"860 Fifth Ave Unit 4HNew York, NY 10065",40.7695956,-73.9688773
Townhouse for sale,999000,7,4,2184.207862,"524 Wyona StBrooklyn, NY 11207",40.6656785,-73.8916486
Co-op for sale,1950000,2,2,960,"791 Greenwich St Apt 5New York, NY 10014",40.7373507,-74.0063169
Condo for sale,649000,1,1,2184.207862,"362 W 127th St Unit 6BNew York, NY 10027",40.8121684,-73.9523535
Condo for sale,1175000,4,2,2184.207862,"168-46 Powells Cove Blvd Unit 21Whitestone, NY 11357",40.7932921,-73.7951779
House for sale,799000,4,2,2184.207862,"133-22 Centreville StOzone Park, NY 11417",40.6757849,-73.8361627
Condo for sale,2950000,3,2,1709,"360 Furman St Apt 337Brooklyn, NY 11201",40.6935342,-74.0002618
Condo for sale,358000,3,1,2184.207862,"150-38 Union Tpke Unit 11BFlushing, NY 11367",40.7187728,-73.811168
Co-op for sale,189999,1,1,2184.207862,"83-55 Lefferts Blvd Unit 5CKew Gardens, NY 11415",40.704719,-73.832559
Condo for sale,760000,1,1,700,"414 W 54th St Apt 4ENew York, NY 10019",40.766298,-73.9881994
Multi-family home for sale,675999,3,2,2070,"2067 Pitman AveBronx, NY 10466",40.8974036,-73.8427908
Condo for sale,380000,3,1,393,"1548 72nd St Unit 1Brooklyn, NY 11228",40.6184843,-74.0001507
Condo for sale,380000,3,1,393,"1548 72nd St Unit 1Brooklyn, NY 11228",40.6184843,-74.0001507
Condo for sale,800000,3,1,916,"15 Broad St Apt 1928New York, NY 10005",40.7067114,-74.010457
Co-op for sale,379000,2,1,2184.207862,"98-20 62 Dr Unit 14HRego Park, NY 11374",40.7334099,-73.85851
Co-op for sale,995000,2,2,2184.207862,"164 E 72nd St Apt 13CNew York, NY 10021",40.7699248,-73.9617134
Condo for sale,649000,3,2,1150,"1120 Bergen Ave Unit 88Brooklyn, NY 11234",40.6280068,-73.9155812
Condo for sale,475000,1,1,739,"3016 Brighton 5th St Apt 1CBrooklyn, NY 11235",40.5789422,-73.9632143
Pending,450000,2,1,2184.207862,"37-26 87th St Unit 2FJackson Heights, NY 11372",40.749416,-73.8796895
Townhouse for sale,7250000,1,2.373860858,4930,"155 Duane StManhattan, NY 10013",40.7168184,-74.0085588
Multi-family home for sale,1799000,11,6,5031,"7619 21st AveBrooklyn, NY 11214",40.608348,-73.9903259
House for sale,1500000,8,5,2184.207862,"3251 Riverdale AveBronx, NY 10463",40.8838882,-73.908028
Condo for sale,3995000,3,4,2456,"360 E 88th St Ph 2BNew York, NY 10128",40.7781672,-73.9489094
Townhouse for sale,2299000,7,6,2184.207862,"68 E 127th StNew York, NY 10035",40.8066101,-73.9390361
Pending,210000,1,1,850,"135 Ocean Pkwy Apt 1RKensington, NY 11218",40.6466766,-73.9740956
Co-op for sale,3200000,3,4,1825,"24 Central Park S # 5WNew York, NY 10019",40.7703005,-73.9804715
Co-op for sale,579000,3,2,1200,"61-15 98th St Unit 7JRego Park, NY 11374",40.7346339,-73.8602384
House for sale,1175000,3,2.373860858,2184.207862,"3065 Brighton 4th StBrooklyn, NY 11235",40.577735,-73.9632478
Condo for sale,648888,2,2,950,"152-18 Union Tpke Unit 11DFlushing, NY 11367",40.7188694,-73.8111217
Multi-family home for sale,989000,7,5,3978,"79-09 153rd AveHoward Beach, NY 11414",40.6659011,-73.854748
Co-op for sale,995000,1,1,2184.207862,"250 W 22nd St Apt 4BManhattan, NY 10011",40.7440497,-73.9980389
Co-op for sale,154900,1,1,700,"3 Fordham Hill Oval Apt 4ABronx, NY 10468",40.8646563,-73.9082145
Condo for sale,399000,1,1,577,"231 68th St Apt 303Brooklyn, NY 11220",40.6373585,-74.0272224
Condo for sale,589000,3,1,415,"500 W 43rd St Apt 12GNew York, NY 10036",40.7602412,-73.9954328
Pending,565000,2,2,1238,"537 Annadale RdStaten Island, NY 10312",40.5493207,-74.1744217
Townhouse for sale,760000,2,2.373860858,2337,"142 Commodore DrStaten Island, NY 10309",40.5148559,-74.2032529
Condo for sale,3795000,3,3,2250,"201 E 80th St Apt 16ANew York, NY 10075",40.7747519,-73.9561067
Co-op for sale,199999,3,1,471,"110-20 71st Ave Unit 231Forest Hills, NY 11375",40.7223099,-73.84153
Co-op for sale,2500000,3,2,3200,"116 W 29th St Apt 3Manhattan, NY 10001",40.7468872,-73.9910651
House for sale,749999,3,2,2184.207862,"536 E 51st StBrooklyn, NY 11203",40.6485435,-73.9292272
Co-op for sale,1595000,2,2,2184.207862,"210 Riverside Dr Apt 6BManhattan, NY 10025",40.7942107,-73.9761618
Co-op for sale,258000,3,1,500,"149-43 35th Ave Unit 2JFlushing, NY 11354",40.7666016,-73.8157611
House for sale,685000,3,2,1280,"59 Bartlett AveStaten Island, NY 10312",40.5491914,-74.1660279
Multi-family home for sale,599000,5,2,2184.207862,"13-73 Beach Channel DrFar Rockaway, NY 11691",40.607379,-73.754678
Condo for sale,3250000,3,2,2292,"71 Ludlow St Apt 4BNew York, NY 10002",40.7175362,-73.9899587
Condo for sale,245000,1,1,800,"1100 Clove Rd Apt 7BStaten Island, NY 10301",40.6189484,-74.1071576
Co-op for sale,729000,3,2,1400,"4555 Henry Hudson Pkwy Apt 903Bronx, NY 10471",40.8924692,-73.9091145
Multi-family home for sale,779000,3,2,1557,"1760 Tomlinson AveBronx, NY 10461",40.8494439,-73.8515779
Condo for sale,1090000,3,3,1295,"1845 52nd St Apt 27Brooklyn, NY 11204",40.6260941,-73.9815074
Co-op for sale,365000,2,1,925,"393 Avenue S Apt 4ABrooklyn, NY 11223",40.602199,-73.9709488
Pending,1099000,1,1,715,"2 Northside Piers Apt 6FBrooklyn, NY 11249",40.719753,-73.9642643
Townhouse for sale,12495000,4,4,6310,"44 E 82nd StNew York, NY 10028",40.7777566,-73.9600565
Condo for sale,1990000,2,2,1309,"124 W 24th St Apt 2DNew York, NY 10011",40.7439229,-73.9937052
Multi-family home for sale,1200000,6,4,2808,"4036 Bell AveBronx, NY 10466",40.8928243,-73.8348075
Co-op for sale,473000,2,1,1000,"150 W End Ave Apt 5HBrooklyn, NY 11235",40.5782536,-73.9534785
Co-op for sale,2348000,3,4,2184.207862,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",40.7526263,-73.9658766
Condo for sale,25000000,5,6,4089,"555 W 22nd St Apt 11AWNew York, NY 10011",40.7481933,-74.006941
Condo for sale,995000,1,1,2184.207862,"305 Second Ave Unit 20Manhattan, NY 10003",40.7344156,-73.9836325
Contingent,850000,8,3,1976,"1681 Prospect PlBrooklyn, NY 11233",40.6729629,-73.9207117
Townhouse for sale,2950000,4,4,2184.207862,"111 Nelson StBrooklyn, NY 11231",40.6773575,-74.0013329
Co-op for sale,133000,1,1,630,"3231 Barker Ave Unit LdBronx, NY 10467",40.8720291,-73.8695302
Multi-family home for sale,1548000,9,4,4539,"104-14 37th AveCorona, NY 11368",40.7534193,-73.8628811
Contingent,468000,3,1,2184.207862,"170 W End Ave Apt 3FNew York, NY 10023",40.7767637,-73.9843469
Multi-family home for sale,850000,5,3,3024,"931 Tilden StBronx, NY 10469",40.8770223,-73.8585612
Multi-family home for sale,995000,6,3,2125,"52 28th AveBrooklyn, NY 11214",40.5895073,-73.9855167
Co-op for sale,2348000,3,4,2184.207862,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",40.7526263,-73.9658766
Co-op for sale,1850000,3,2,2184.207862,"235 E 22nd St Apt 11SManhattan, NY 10010",40.7377082,-73.9819095
Condo for sale,25000000,5,6,4089,"555 W 22nd St Apt 11AWNew York, NY 10011",40.7481933,-74.006941
House for sale,2800000,2,1,1800,"98A-98G Discala LnStaten Island, NY 10312",40.5240723,-74.1710503
Condo for sale,4995000,3,2,2803,"65 W 13th St Apt 10AManhattan, NY 10011",40.736841,-73.99679
Co-op for sale,398800,1,1,2184.207862,"3540 82nd St Apt 4DJackson Heights, NY 11372",40.7505816,-73.8847602
Co-op for sale,142500,3,1,2184.207862,"155-01 90 Ave Unit 6EJamaica, NY 11432",40.7048447,-73.8022389
House for sale,2570000,5,2,2000,"9223 Ridge BlvdBrooklyn, NY 11209",40.6193875,-74.0353364
Co-op for sale,225000,1,1,900,"601 Pelham Pkwy N Apt 408Bronx, NY 10467",40.8574263,-73.8708848
Co-op for sale,345000,1,1,900,"143-43 41 Ave Unit 4GFlushing, NY 11355",40.7606023,-73.8222658
House for sale,875000,5,2,1974,"1646 E 54th StBrooklyn, NY 11234",40.6174718,-73.9231114
Pending,1188000,7,2,2184.207862,"86-17 105th StRichmond Hill, NY 11418",40.696809,-73.842496
Co-op for sale,694000,2,1,2184.207862,"345 Montgomery St Apt 4NBrooklyn, NY 11225",40.6657959,-73.9527658
Co-op for sale,495000,1,1,2184.207862,"27 E 65th St Apt 2ENew York, NY 10065",40.767256,-73.9682231
Co-op for sale,649000,1,1,687,"400 E 56th St Apt 25KNew York, NY 10022",40.7571111,-73.9630783
Condo for sale,659000,2,1,714,"39 Argyle Rd Apt 4BBrooklyn, NY 11218",40.6486309,-73.9674377
Co-op for sale,429000,2,1,850,"160 72nd St Apt 758Brooklyn, NY 11209",40.6343667,-74.0311335
Pending,959000,2,2,1719,"27110 Grand Central Pkwy Apt 30OFloral Park, NY 11005",40.7564761,-73.7212008
Multi-family home for sale,1299999,12,6,4125,"213 Suydam StBrooklyn, NY 11237",40.7009355,-73.9250748
Condo for sale,368000,3,1,2184.207862,"2 Bay Club Dr Apt 21HBayside, NY 11360",40.7781488,-73.782075
House for sale,758800,3,2,1633,"74 Appleby AveStaten Island, NY 10305",40.5910792,-74.0801059
Condo for sale,1795000,2,2,1245,"180 Front St Apt 7FBrooklyn, NY 11201",40.7022611,-73.9854097
Condo for sale,21500000,5,2.373860858,4179,"1295 Madison AveNew York, NY 10128",40.7847977,-73.9556597
Multi-family home for sale,1595000,5,3,2184.207862,"41-33 68 StWoodside, NY 11377",40.7435797,-73.8964717
Townhouse for sale,6500000,7,5,2184.207862,"156 E 71st StNew York, NY 10021",40.7693076,-73.9621998
Multi-family home for sale,1089000,4,3,2184.207862,"196-11 100 AveHollis, NY 11423",40.7099505,-73.7626558
Condo for sale,735000,1,1,2184.207862,"42-37 27th St Unit 5BLong Island City, NY 11101",40.7491662,-73.9406038
Pending,559900,2,1,1217,"158-11 96th StHoward Beach, NY 11414",40.6609023,-73.8371049
Co-op for sale,350000,1,1,2184.207862,"340 Haven Ave Apt 6AManhattan, NY 10033",40.8510315,-73.9416561
Condo for sale,780000,3,3,1236,"32-05 Linden Pl Unit A3Flushing, NY 11354",40.767546,-73.8314686
Co-op for sale,173000,3,1,500,"76-26 113 St Unit 1BForest Hills, NY 11375",40.7172419,-73.8336819
House for sale,995000,4,2,2200,"43 Sunnyside TerStaten Island, NY 10301",40.6146934,-74.0996097
Multi-family home for sale,775000,4,2,2184.207862,"147-37 230th StSpringfield Gardens, NY 11413",40.656902,-73.7523889
Condo for sale,1649000,1,1,800,"635 W 42nd St Apt 30ANew York, NY 10036",40.7617008,-73.9996228
Multi-family home for sale,1290000,5,3,2184.207862,"44-12 65th StWoodside, NY 11377",40.7404458,-73.9008992
House for sale,575000,3,1,1390,"920 Harding ParkBronx, NY 10473",40.8069155,-73.8562067
House for sale,1499000,7,6,2184.207862,"120-47 Sunrise CtCollege Point, NY 11356",40.7952284,-73.8483228
Co-op for sale,800000,2,1,1200,"100 Avenue P Apt 1HBrooklyn, NY 11204",40.6072346,-73.9847935
Co-op for sale,750000,1,1,2184.207862,"120 E 36th St Ph BNew York, NY 10016",40.7477728,-73.9794793
Condo for sale,1750000,2,2,1320,"199 Conover St Unit 2BBrooklyn, NY 11231",40.6774843,-74.0147997
Condo for sale,2750000,2,2,1488,"30 Orchard St Ph BManhattan, NY 10002",40.7155919,-73.9912903
Condo for sale,698000,1,1,2184.207862,"70 W 139th St Apt 8IManhattan, NY 10037",40.8162042,-73.9383242
Co-op for sale,425000,1,1,2184.207862,"333 E 66th St Apt 9RNew York, NY 10065",40.7643711,-73.9593578
Condo for sale,26000000,5,6,4859,"24 Leonard St Apt 2New York, NY 10013",40.718295,-74.007645
Condo for sale,3999999,2,2,1997,"527 W 27th St Unit 5SNew York, NY 10001",40.7509451,-74.0035855
Condo for sale,2295000,3,3,1615,"166 E 63rd St Apt 10CNew York, NY 10065",40.7641145,-73.9651826
Multi-family home for sale,689900,3,4,2448,"179 Ada DrStaten Island, NY 10314",40.6210192,-74.1602713
House for sale,3850000,4,4,4374,"105 Franklin StBrooklyn, NY 11222",40.7295332,-73.957726
Co-op for sale,243000,2,1,965,"8 Fordham Hill Oval Apt 12CBronx, NY 10468",40.8643305,-73.9075188
Co-op for sale,1995000,4,2,2184.207862,"453 Fdr Dr Unit C803-804New York City, NY 10002",40.7129113,-73.9781415
Co-op for sale,250000,3,1,2184.207862,"5128 30th Ave Apt 5HWoodside, NY 11377",40.7593913,-73.9054195
House for sale,845000,4,2,2184.207862,"202-08 100th AveHollis, NY 11423",40.7108416,-73.7572751
Multi-family home for sale,915000,8,3,1896,"2120 Newbold AveBronx, NY 10462",40.8329348,-73.8535075
Condo for sale,599888,1,1,826,"2962847 33 48th St Unit 4GQueens, NY 11104",40.7436341,-73.916415
Co-op for sale,325000,2,1,2184.207862,"99-30 59 Ave Unit L1Corona, NY 11368",40.7373584,-73.8574251
Townhouse for sale,999000,4,2,2184.207862,"30 Cedar StBrooklyn, NY 11221",40.6964448,-73.9283241
Condo for sale,688000,3,2,982,"844 50th St Apt 5ABrooklyn, NY 11220",40.6403284,-74.0028134
House for sale,950000,3,2,1308,"133 W 195th StBronx, NY 10468",40.8704967,-73.9011805
Co-op for sale,249000,1,1,750,"99-60 63rd Rd Unit 9PRego Park, NY 11374",40.7326518,-73.8546547
Co-op for sale,465000,1,1,2184.207862,"444 E 52nd St Apt 6ENew York, NY 10022",40.754143,-73.963502
Multi-family home for sale,2499000,7,8,3700,"444 78th StBrooklyn, NY 11209",40.6278319,-74.024872
Condo for sale,409000,1,1,559,"132-18 Avery Ave Unit 3DFlushing, NY 11355",40.7523131,-73.8324302
Condo for sale,630000,2,2,750,"142-25 37th Ave Unit 6BFlushing, NY 11354",40.7627502,-73.8267096
Multi-family home for sale,2499000,7,8,3700,"444 78th StBrooklyn, NY 11209",40.6278319,-74.024872
Condo for sale,874000,2,2,915,"139 Grove St Apt 4FBrooklyn, NY 11221",40.694352,-73.919978
Condo for sale,4995000,4,4,2184.207862,"30 E 76th St Unit PhManhattan, NY 10021",40.774136,-73.96342
Co-op for sale,875000,2,2,2184.207862,"114 E 90th St Unit 1DNew York, NY 10128",40.7821142,-73.9544199
Co-op for sale,975000,2,2,2184.207862,"255 W End Ave Apt 7BManhattan, NY 10023",40.7795544,-73.9848893
Multi-family home for sale,5975000,12,4,2184.207862,"24 Fiske PlBrooklyn, NY 11215",40.6719889,-73.9755419
Co-op for sale,475000,3,1,2184.207862,"626 W 136th St Apt 4New York, NY 10031",40.8211783,-73.956073
Co-op for sale,975000,1,1,2184.207862,"677 W End Ave Apt 13CNew York, NY 10025",40.7933309,-73.9749909
House for sale,1548000,9,4,2184.207862,"104-14 37th AveCorona, NY 11368",40.7534193,-73.8628811
Co-op for sale,175000,1,1,627,"164-20 Highland Ave Unit 9DJamaica, NY 11432",40.7101573,-73.7988498
Condo for sale,3000000,1,2,1600,"90 Furman St Unit N810Brooklyn, NY 11201",40.7015519,-73.995867
Condo for sale,2400000,1,2,1427,"15 W 53rd St Unit 14GManhattan, NY 10019",40.7613258,-73.9774014
Townhouse for sale,14995000,5,2.373860858,6000,"184 E 75th StManhattan, NY 10021",40.7719074,-73.9601359
House for sale,988000,4,4,2184.207862,"26-50 211th StBayside, NY 11360",40.7736469,-73.777944
Co-op for sale,299999,1,1,850,"69-09 108th St Unit 312Forest Hills, NY 11375",40.7249599,-73.84549
Co-op for sale,120000,2,1,1100,"757 E 169th St Apt 2ABronx, NY 10456",40.8310613,-73.8998364
Condo for sale,1995000,3,2,1376,"128 W 26th St Fl 3Manhattan, NY 10001",40.7451522,-73.9927778
Townhouse for sale,1300000,3,2.373860858,2184.207862,"449 Convent Ave Unit TownhouseManhattan, NY 10031",40.8274367,-73.9438954
Condo for sale,1400000,3,2,1625,"133 Beach 116th St # FQueens, NY 11694",40.5783596,-73.8365039
Condo for sale,1080000,1,2.373860858,941,"659 Putnam Ave # 1Brooklyn, NY 11221",40.685976,-73.9349974
House for sale,1175000,3,2.373860858,2184.207862,"3026 Brighton 7th StBrooklyn, NY 11235",40.5791234,-73.9613152
Co-op for sale,670000,1,1,2184.207862,"400 E 59th St Apt 16BNew York, NY 10022",40.7593483,-73.9617192
Land for sale,75000,3,2.373860858,2184.207862,"199th StSaint Albans, NY 11412",40.6942163,-73.7530902
House for sale,1499000,5,4,3200,"64-16 Beach Front RdArverne, NY 11692",40.5883964,-73.7934995
House for sale,1200000,4,2,2173,"16 Monroe PlStaten Island, NY 10314",40.5995725,-74.1264046
Multi-family home for sale,3299000,5,3,2184.207862,"180 Clermont AveBrooklyn, NY 11205",40.6923306,-73.9709219
Multi-family home for sale,2500000,7,4,2660,"439 E 116th StNew York, NY 10029",40.7956068,-73.9338581
House for sale,799000,3,2,2184.207862,"935 E 32nd StBrooklyn, NY 11210",40.6284586,-73.9450168
House for sale,715000,4,2,1866,"405 Turneur AveBronx, NY 10473",40.8151628,-73.8462531
Condo for sale,925000,2,2,1033,"77 E 110th St Apt 6ANew York, NY 10029",40.7958546,-73.9464985
Multi-family home for sale,750000,5,3,3327,"4251 Carpenter AveBronx, NY 10466",40.8959505,-73.859572
Condo for sale,2795000,2,2,1372,"20 W 64th St Unit 18KNew York, NY 10023",40.7716812,-73.9815796
Multi-family home for sale,1560000,5,2,2184.207862,"1919 67th StBrooklyn, NY 11204",40.6165009,-73.9885469
Co-op for sale,4650000,3,3,2184.207862,"340 E 72nd St Unit PhManhattan, NY 10021",40.7680852,-73.9572619
Multi-family home for sale,1100000,8,3,3312,"2138 Gleason AveBronx, NY 10462",40.8315252,-73.8525427
Pending,780000,3,2,1900,"250-38 39th RdLittle Neck, NY 11363",40.7742555,-73.7407295
Co-op for sale,1199000,2,2,1000,"52 E 78th St Unit 3CNew York, NY 10075",40.775154,-73.962097
Condo for sale,2850000,3,2,1912,"60 Broadway Apt 8JBrooklyn, NY 11249",40.7102929,-73.9660133
Multi-family home for sale,680000,3,2.373860858,2375,"3950 Hill AveBronx, NY 10466",40.8902197,-73.8385449
Co-op for sale,530000,1,1,2184.207862,"16 Park Ave # 8CNew York, NY 10016",40.7478025,-73.9811899
Pending,595000,1,1,2184.207862,"210 Sixth Ave Unit 1GNew York, NY 10014",40.7271763,-74.0030659
Co-op for sale,475000,2,1,2184.207862,"33-55 14th St Unit 4AAstoria, NY 11106",40.7640468,-73.934811
Multi-family home for sale,2700000,16,8,8000,"59 Newell StBrooklyn, NY 11222",40.7244706,-73.9473969
Multi-family home for sale,900000,8,5,2028,"99 W 163rd StBronx, NY 10452",40.8322942,-73.9291697
House for sale,1049000,3,1,1683,"467 82nd StBrooklyn, NY 11209",40.6249039,-74.0253417
Multi-family home for sale,995000,7,5,2184.207862,"153-41 Sapphire StHoward Beach, NY 11414",40.6642913,-73.8554975
